faq_id,pair_id,user_tier,language,topic,source,keywords,question,answer,answer_context
FAQ-094,PAIR-047,Employee,English,nssf,NSSF,"NSSF, pension, contribution, 10%, employer, employee, social security",What is the NSSF contribution rate for employees and employers?,The employee contributes 10% and the employer contributes 10% of gross salary â€” a total of 20% remitted to NSSF monthly.,"NSSF (National Social Security Fund) contributions are mandatory for all employees in the formal sector in Tanzania. The employee's share is 10% of gross salary, deducted from their pay. The employer must also contribute an equal 10%, making the total contribution 20% of gross salary per employee. Both portions must be remitted to NSSF by the employer by the 20th of each month. Failure to remit is a criminal offence â€” employees can report non-compliance to the nearest NSSF office."
FAQ-095,PAIR-048,Employee,Swahili,nhif,NHIF,"NHIF, health insurance, 3%, mandatory, employer, clinic, matibabu","Je, NHIF ni lazima kwa wafanyakazi?","Ndiyo, NHIF ni ya lazima. 3% hukatwa kwa mwajiriwa na mwajiri huongeza 3% nyingine.","NHIF (Mfuko wa Taifa wa Bima ya Afya) ni mpango wa bima ya afya wa lazima kwa wafanyakazi wote wa sekta rasmi Tanzania. Mfanyakazi huchangia 3% ya mshahara wake ghafi, na mwajiri hulingana na hili kwa 3% nyingine, na kufanya jumla ya 6% kwa kila mfanyakazi. Hii inamstahilisha mfanyakazi na wategemezi wake waliposajiliwa huduma za matibabu katika vituo vilivyoidhinishwa vya NHIF."
FAQ-096,PAIR-048,Employee,English,nhif,NHIF,"NHIF, health insurance, 3%, mandatory, employer, clinic, matibabu",Is NHIF deduction mandatory and how much is it?,"Yes, NHIF is mandatory. 3% is deducted from the employee and the employer contributes a matching 3%.","NHIF (National Health Insurance Fund) is a mandatory health insurance scheme for all formal sector employees in Tanzania. The employee contributes 3% of their gross salary, and the employer matches this with another 3%, making a total of 6% per employee. This entitles the employee and their registered dependents to medical services at accredited NHIF facilities. Contributions must be remitted by the employer monthly. If NHIF does not appear on your payslip, your employer may not be compliant â€” report to the NHIF office."
FAQ-097,PAIR-049,Employee,Swahili,paye,TRA,"tax free, threshold, 270000, exempt, PAYE, kiwango, mshahara",Kiwango kisichokatwa kodi ni kipi?,"Mshahara wowote chini ya TZS 270,000 kwa mwezi haukatwi kodi ya PAYE â€” hakuna kodi ya mapato inayokatwa.","Viwango vya kodi ya PAYE ya TRA vinaanza zaidi ya TZS 270,000 kwa mwezi â€” mfanyakazi yeyote anayepata chini ya kiwango hiki halipi kodi ya mapato. Hii imeundwa kulinda wanaopata kipato cha chini. Ikiwa mshahara wako ghafi minus mchango wa NSSF unashuka chini ya TZS 270,000, mwajiri wako haipaswi kukata PAYE yoyote. Ikiwa PAYE inakatwa isivyo sahihi, omba muhtasari wa payslip ulioandikwa kutoka idara yako ya HR."
FAQ-098,PAIR-049,Employee,English,paye,TRA,"tax free, threshold, 270000, exempt, PAYE, kiwango, mshahara",What is the PAYE tax-free threshold in Tanzania?,"Any monthly salary below TZS 270,000 is exempt from PAYE â€” no income tax is deducted.","TRA's PAYE tax bands begin above TZS 270,000 per month â€” any employee earning below this threshold pays zero income tax. This is designed to protect low-income earners. If your gross salary minus NSSF contribution falls below TZS 270,000, your employer should not be deducting any PAYE. If PAYE is being deducted incorrectly, request a written payslip breakdown from your HR department and cross-check using TRA's official PAYE calculator available on tra.go.tz."
FAQ-099,PAIR-050,Employee,Swahili,payroll,TRA,"gross salary, mshahara ghafi, total, before deductions, basic, allowances",Mshahara ghafi ni nini?,"Mshahara ghafi ni jumla ya mshahara kabla ya makato yoyote â€” unajumuisha mshahara wa msingi, posho ya nyumba, posho ya usafiri, na faida nyingine zozote zinazoweza kutozwa kodi.","Mshahara ghafi ni jumla ya malipo ambayo mfanyakazi anapata kabla ya makato yoyote ya kisheria au ya hiari kutumika. Kawaida inajumuisha mshahara wa msingi, posho ya nyumba, posho ya usafiri, posho ya matibabu, na faida nyingine zozote zinazoweza kutozwa kodi. PAYE, NSSF, NHIF, na HESLB zote zinahahesabiwa kama asilimia ya mshahara ghafi au mshahara wa msingi."
FAQ-100,PAIR-050,Employee,English,payroll,TRA,"gross salary, mshahara ghafi, total, before deductions, basic, allowances",What is gross salary and what does it include?,"Gross salary is the total salary before any deductions â€” it includes basic pay, housing allowance, transport allowance, and any other taxable benefits.","Gross salary is the total remuneration an employee earns before any statutory or voluntary deductions are applied. It typically includes basic salary, housing allowance, transport allowance, medical allowance, and any other taxable benefits. PAYE, NSSF, NHIF, and HESLB are all calculated as a percentage of gross salary or basic salary. Understanding your gross salary is essential because errors in this figure will cascade into incorrect deductions across all your contributions."
FAQ-101,PAIR-051,Employee,Swahili,payroll,BOT,"net salary, take home, deductions, bank, mshahara wa mfukoni",Mshahara wa mfukoni (Net) ni nini?,"Mshahara wa mfukoni ni kiasi cha fedha unachopokea benki baada ya makato yote ya kisheria (PAYE, NSSF, NHIF, HESLB) kutekelezwa kwa mshahara wako ghafi.","Mshahara wa mfukoni, mara nyingi huitwa mshahara wa kuchukua nyumbani, ndio unaobaki wa mshahara wako ghafi baada ya makato yote kuondolewa. Makato ya kawaida ni pamoja na PAYE (kodi ya mapato), NSSF (pensheni ya 10%), NHIF (afya ya 3%), HESLB ikiwa inatumika (15% ya msingi), na makato yoyote ya hiari kama marejesho ya mkopo wa mshahara. Daima linganisha mshahara wako ghafi na wa mfukoni kwenye payslip yako."
FAQ-102,PAIR-051,Employee,English,payroll,BOT,"net salary, take home, deductions, bank, mshahara wa mfukoni",What is net salary and how is it different from gross salary?,"Net salary is what you actually receive in your bank account after all statutory deductions (PAYE, NSSF, NHIF, HESLB) have been applied to your gross salary.","Net salary, often called take-home pay, is what remains of your gross salary after all deductions are subtracted. Typical deductions include PAYE (income tax), NSSF (10% pension), NHIF (3% health), HESLB if applicable (15% of basic), and any voluntary deductions like salary advance repayments or cooperative contributions. Always compare your gross and net salary on your payslip â€” a large gap may indicate incorrect deductions. You are entitled to request a detailed breakdown from your employer."
FAQ-103,PAIR-052,Employee,Swahili,paye,TRA,"bonus, taxable, PAYE, income, bonasi, kodi","Je, bonasi zinakatwa kodi?","Ndiyo, bonasi huongezwa kwa mapato yako ya mwezi katika mwezi zinapolipwa na kukatwa kodi ya PAYE kwa kiwango kinachofaa cha maendeleo.","Tanzania, bonasi zinachukuliwa kama mapato ya ajira na zinatozwa PAYE katika mwezi zinapolipwa. Bonasi inaongezwa kwa mshahara wako wa kawaida wa kila mwezi, na PAYE inahesabiwa kwa jumla iliyounganishwa kwa kutumia viwango vya kodi vya maendeleo. Hii inamaanisha bonasi kubwa inaweza kukusukuma kwenye kiwango cha juu cha kodi kwa mwezi huo. Hakuna kiwango tofauti cha kodi ya bonasi."
FAQ-104,PAIR-052,Employee,English,paye,TRA,"bonus, taxable, PAYE, income, bonasi, kodi",Are bonuses taxable in Tanzania?,"Yes, bonuses are added to your monthly income in the month they are paid and taxed under PAYE at the applicable progressive rate.","In Tanzania, bonuses are treated as employment income and are subject to PAYE in the month they are paid. The bonus is added to your regular monthly salary, and PAYE is calculated on the combined total using the progressive tax bands. This means a large bonus can push you into a higher tax bracket for that month. There is no separate bonus tax rate â€” it is always taxed as part of the monthly employment income calculation."
FAQ-105,PAIR-053,Employee,Swahili,paye,TRA,"overtime, taxable, income tax, muda wa ziada, posho, kodi","Je, malipo ya muda wa ziada yanakatwa kodi?","Ndiyo, posho zote za muda wa ziada zinaainishwa kama mapato ya ajira na zinatozwa PAYE katika mwezi zinapopatikana.","Malipo ya muda wa ziada yanachukuliwa kama mapato ya ajira chini ya sheria ya kodi ya Tanzania na kwa hivyo yanakabiliwa na PAYE. Yanaongezwa kwa mshahara wako wa kawaida wa kila mwezi na kutozwa kodi kwa kutumia viwango sawa vya maendeleo. Baadhi ya wafanyakazi wanaamini kwa makosa kwamba muda wa ziada hauna kodi â€” si kweli. Ikiwa mwajiri wako analipa muda wa ziada bila kukata PAYE, hii ni kosa la ufuataji."
FAQ-106,PAIR-053,Employee,English,paye,TRA,"overtime, taxable, income tax, muda wa ziada, posho, kodi",Is overtime pay subject to income tax?,"Yes, all overtime allowances are classified as employment income and are subject to PAYE in the month they are earned.","Overtime pay is treated as employment income under Tanzanian tax law and is therefore subject to PAYE. It is added to your regular monthly salary and taxed using the same progressive bands. Some employees mistakenly believe overtime is tax-free â€” it is not. If your employer is paying overtime without deducting PAYE, this is a compliance error that could result in a tax assessment against you in the future. Always verify overtime tax treatment with your HR or payroll department."
FAQ-107,PAIR-054,Employee,Swahili,payroll,BOT,"salary advance, mkopo wa mshahara, payday, recover, deduction",Mkopo wa mshahara (Advance) ni nini?,"Mkopo wa mshahara ni sehemu ya mshahara unayopewa kabla ya tarehe rasmi ya malipo, kawaida hurudishwa kama makato kutoka kwa malipo ya mwezi unaofuata.","Mkopo wa mshahara unakuruhusu kupokea sehemu ya mshahara wako uliopatikana kabla ya tarehe iliyopangwa ya malipo â€” si mkopo, ni pesa yako mwenyewe inayolipwa mapema. Waajiri wengi huzuia mikopo ya awali hadi 50% ya mshahara wako wa mfukoni wa kila mwezi. Urejeshaji ni wa kiotomatiki: kiasi cha mkopo wa awali kinakatwa kutoka kwenye payslip yako inayofuata. Kuwa makini na mikopo ya awali inayorudiwa kwani inapunguza malipo yako ya kuchukua nyumbani ya baadaye."
FAQ-108,PAIR-054,Employee,English,payroll,BOT,"salary advance, mkopo wa mshahara, payday, recover, deduction",What is a salary advance and how is it recovered?,"A salary advance is a portion of your salary paid before the official payday, typically recovered as a deduction from the following month's pay.","A salary advance allows you to receive part of your earned wages before the scheduled pay date â€” it is not a loan, it is your own money paid early. Most employers cap advances at 50% of your monthly net salary. Recovery is automatic: the advance amount is deducted from your next payslip. Be careful with repeated advances as they reduce your future take-home pay and can create a cycle of financial shortfall. Some employers charge a small administrative fee for advances."
FAQ-109,PAIR-055,Employee,Swahili,statutory_deductions,HESLB,"HESLB, student loan, 15%, basic salary, education, index number, deduction",Kiwango cha makato ya HESLB ni kipi na inaathiri nani?,HESLB inakata 15% ya mshahara wako wa msingi. Ni lazima kwa wafanyakazi wote waliopata mkopo wa serikali wa masomo â€” hakikisha HR yako ina namba yako ya index ya HESLB ili kuepuka adhabu.,Makato ya HESLB (Bodi ya Mikopo ya Wanafunzi wa Elimu ya Juu) ni ya lazima kwa wafanyakazi wote waliopata mkopo wa serikali wa masomo ya elimu ya juu Tanzania. Makato ni 15% ya mshahara wako wa msingi â€” si mshahara ghafi. Ni jukumu la mwajiri wako kukata na kuwasilisha hii kwa HESLB kila mwezi. Lazima utoe namba yako ya index ya HESLB kwa idara yako ya HR. Kutosajiliwa na mwajiri wako kunaweza kusababisha faini na riba kwenye salio linalosimama.
FAQ-110,PAIR-055,Employee,English,statutory_deductions,HESLB,"HESLB, student loan, 15%, basic salary, education, index number, deduction",What is the HESLB deduction rate and who does it apply to?,HESLB deducts 15% of your basic salary. It is mandatory for all employees who received a government student loan â€” ensure your HR has your HESLB index number to avoid penalties.,"HESLB (Higher Education Students Loans Board) deductions are mandatory for all employees who received a government student loan for higher education in Tanzania. The deduction is 15% of your basic salary â€” not gross salary. It is your employer's responsibility to deduct and remit this to HESLB monthly. You must provide your HESLB index number to your HR department. Failure to register with your employer can result in penalties and interest on outstanding balances. If you believe you have fully repaid, contact HESLB to obtain a clearance certificate."
FAQ-111,PAIR-056,Employee,Swahili,nssf,NSSF,"NSSF, withdraw, quit, resign, pension, unemployment, benefit","Je, naweza kutoa NSSF nikiacha kazi?","Kwa ujumla hapana â€” akiba ya NSSF inahifadhiwa kwa ajili ya kustaafu. Hata hivyo, unaweza kupata Mafao ya Kukosa Kazi kwa hadi miezi 6 ukipoteza kazi bila kukusudia.","Michango ya NSSF inakusanyika kama akiba yako ya pensheni na haitumiki kama mkupuo ukiacha kazi. Unaweza tu kutoa pensheni yako yote ukistaafu (umri wa miaka 60), kwa ulemavu wa kudumu, au baada ya kifo (kinacholipwa kwa wanufaika). Ukifukuzwa kazi bila kukusudia, unaweza kustahili Mafao ya Kukosa Kazi ya NSSF â€” malipo ya kila mwezi kwa hadi miezi sita ukitafuta ajira mpya."
FAQ-112,PAIR-056,Employee,English,nssf,NSSF,"NSSF, withdraw, quit, resign, pension, unemployment, benefit",Can I withdraw my NSSF savings if I resign?,"Generally no â€” NSSF savings are preserved for retirement. However, you may access Unemployment Benefits for up to 6 months if you lose your job involuntarily.","NSSF contributions accumulate as your pension savings and are not accessible as a lump sum upon resignation. You can only withdraw your full pension at retirement (age 60), upon permanent disability, or after death (paid to beneficiaries). If you are made redundant involuntarily, you may qualify for NSSF Unemployment Benefits â€” a monthly payment for up to six months while you seek new employment. Visit the nearest NSSF office with your termination letter and national ID to apply."
FAQ-113,PAIR-057,Employee,Swahili,statutory_deductions,VETA,"SDL, Skills Development Levy, VETA, employer, 10 employees, training",SDL ni kitu gani?,SDL (Kodi ya Kuendeleza Ujuzi) inalipwa na waajiri wenye wafanyakazi 10 au zaidi kwenda VETA ili kufadhili mafunzo ya ufundi na ujuzi Tanzania.,"SDL (Kodi ya Kuendeleza Ujuzi) ni tozo ya kisheria ya 4.5% ya jumla ya orodha ya mishahara ya kila mwezi, inayolipwa kabisa na mwajiri â€” haikatwi kwa wafanyakazi. Inatumika kwa waajiri wenye wafanyakazi 10 au zaidi na inawasilishwa kwa VETA (Mamlaka ya Elimu na Mafunzo ya Ufundi) kila mwezi. Kama mfanyakazi, SDL haiathiri mshahara wako wa kuchukua nyumbani, lakini ni gharama ambayo mwajiri wako anabeba juu ya mshahara wako ghafi."
FAQ-114,PAIR-057,Employee,English,statutory_deductions,VETA,"SDL, Skills Development Levy, VETA, employer, 10 employees, training",What is SDL and who is required to pay it?,SDL (Skills Development Levy) is paid by employers with 10 or more employees to VETA to fund vocational and skills training in Tanzania.,"SDL (Skills Development Levy) is a statutory levy of 4.5% of the total monthly payroll, paid entirely by the employer â€” it is not deducted from employees. It applies to employers with 10 or more employees and is remitted to VETA (Vocational Education and Training Authority) monthly. SDL funds vocational training programmes across Tanzania. As an employee, SDL does not affect your take-home pay, but it is a cost your employer bears on top of your gross salary."
FAQ-115,PAIR-058,Employee,Swahili,nssf,NSSF,"pension, death, survivors benefit, dependents, heirs, urithi",Nini hutokea kwa pensheni nikifariki?,NSSF hulipa Mafao ya Urithi kwa wategemezi wako wa kisheria waliposajiliwa au warithi â€” hakikisha wanufaika wako wamesajiliwa na NSSF.,"Mwanachama wa NSSF akifariki kabla ya kustaafu, mfuko hulipa Mafao ya Urithi kwa wategemezi waliposajiliwa wa mwanachama (mwenzi, watoto) au warithi wa kisheria. Kiasi kinategemea michango ya mwanachama wakati wa kifo. Ni muhimu sana kusajili wanufaika wako na NSSF wakati wako hai â€” bila wanufaika waliposajiliwa, mchakato wa kudai unachelewa sana na unaweza kupingwa."
FAQ-116,PAIR-058,Employee,English,nssf,NSSF,"pension, death, survivors benefit, dependents, heirs, urithi",What happens to my NSSF pension if I pass away?,NSSF pays a Survivors Benefit to your registered legal dependents or heirs â€” ensure your beneficiaries are registered with NSSF.,"If an NSSF member dies before retirement, the fund pays a Survivors Benefit to the member's registered dependents (spouse, children) or legal heirs. The amount depends on the member's contributions at the time of death. It is critical to register your beneficiaries with NSSF during your lifetime â€” without registered beneficiaries, the process of claiming is significantly delayed and contested. Update your beneficiary details whenever your family circumstances change (marriage, new children, divorce)."
FAQ-117,PAIR-059,Employee,Swahili,nhif,NHIF,"NHIF, clinic, change, portal, designated, matibabu, kituo",Naweza kubadili kituo cha NHIF?,"Ndiyo, unaweza kubadili kituo chako cha matibabu cha NHIF mara moja kila baada ya miezi mitatu kupitia mfumo wa wanachama wa mtandaoni wa NHIF.","Wanachama wa NHIF wanaweza kubadili kituo chao cha matibabu kilichoteuliwa mara moja kila baada ya miezi mitatu. Kubadilisha, ingia kwenye lango la kujihudumia la mwanachama wa NHIF kwenye nhif.or.tz, nenda kwenye 'Mabadiliko ya Kituo', chagua kituo chako kipya unachopendelea kutoka kwenye orodha ya watoa huduma walioidhinishwa, na thibitisha. Mabadiliko yanaanza mara moja au mwanzoni mwa mwezi unaofuata kulingana na wakati."
FAQ-118,PAIR-059,Employee,English,nhif,NHIF,"NHIF, clinic, change, portal, designated, matibabu, kituo",Can I change my designated NHIF clinic and how?,"Yes, you can change your designated NHIF clinic once every three months through the NHIF online member portal.","NHIF members can change their designated health facility once every three months. To change, log in to the NHIF member self-service portal at nhif.or.tz, navigate to 'Facility Change', select your new preferred facility from the list of accredited providers, and confirm. The change takes effect immediately or at the start of the following month depending on timing. You can also visit any NHIF office in person with your membership card and national ID to request the change."
FAQ-119,PAIR-060,Employee,Swahili,statutory_deductions,WCF,"WCF, Workers Compensation Fund, employer, 0.5%, 1%, deduction, payslip, error",Nani analipa WCF na kwa kiwango gani?,WCF (Mfuko wa Fidia ya Wafanyakazi) inalipwa 100% na mwajiri â€” haipaswi kabisa kukatwa kutoka kwa mshahara wa mfanyakazi. Kiwango ni 0.5% kwa sekta ya binafsi na 1.0% kwa sekta ya umma ya jumla ya orodha ya mishahara.,"WCF (Mfuko wa Fidia ya Wafanyakazi) unatoa fidia kwa wafanyakazi wanaopata majeraha yanayohusiana na kazi au magonjwa ya kazini. Mchango unalipwa kabisa na mwajiri â€” 0.5% ya jumla ya orodha ya mishahara ya kila mwezi kwa waajiri wa sekta ya binafsi, na 1.0% kwa sekta ya umma. Wafanyakazi kamwe hawapaswi kuona makato ya WCF kwenye payslip yao. WCF ikionekana kama makato kutoka kwa mshahara wako, mwajiri wako anafanya kosa na labda anakiuka Sheria ya WCF."
FAQ-120,PAIR-060,Employee,English,statutory_deductions,WCF,"WCF, Workers Compensation Fund, employer, 0.5%, 1%, deduction, payslip, error",Who pays WCF and at what rate?,WCF (Workers Compensation Fund) is paid 100% by the employer â€” it is never deducted from an employee's salary. The rate is 0.5% for private sector and 1.0% for public sector of total payroll.,"WCF (Workers Compensation Fund) provides compensation to employees who suffer work-related injuries or occupational diseases. The contribution is paid entirely by the employer â€” 0.5% of total monthly payroll for private sector employers, and 1.0% for public sector. Employees should never see a WCF deduction on their payslip. If WCF appears as a deduction from your salary, your employer is making an error and possibly violating the WCF Act. Report this to WCF or the Labour Commissioner immediately."
FAQ-121,PAIR-061,Micro,Swahili,group_savings,BOT,"VICOBA, kikundi, akiba, kuweka, kukopa, mwanachama, mgao",VICOBA ni nini na inafanyaje kazi?,VICOBA ni kikundi cha kuweka akiba na kukopeshana ambapo wanachama huchangia kiasi kidogo kila wiki.,"VICOBA (Village Community Bank) ni kikundi kidogo cha watu wanaokutana mara kwa mara, mara nyingi kila wiki, kuweka akiba kwa pamoja na kukopeshana kutoka kwenye mfuko huo. Kila mwanachama huchangia kiasi kilichokubaliwa, na fedha zinazokusanywa zinaweza kukopeshwa kwa riba ndogo, mara nyingi kati ya asilimia 5 hadi 10 kwa mwezi. Mwishoni mwa mwaka, fedha na faida zinagawanywa kwa wanachama kulingana na michango yao."
FAQ-122,PAIR-061,Micro,English,group_savings,BOT,"VICOBA, kikundi, akiba, kuweka, kukopa, mwanachama, mgao",What is a VICOBA and how does it work?,A VICOBA is a community savings group where members contribute small amounts and lend to each other.,"A VICOBA (Village Community Bank) is a small group of people who meet regularly, often weekly, to save money together and lend it among themselves. Each member contributes an agreed amount, and the pooled funds can be loaned out at a small interest rate, typically between 5% and 10% per month. At the end of the year, the savings and profits are shared out among members based on their contributions."
FAQ-123,PAIR-062,Micro,Swahili,microfinance_loans,BOT,"mkopo mdogo, microfinance, riba, masharti, taasisi, leseni",Nitatambuaje kama mkopeshaji wa mkopo mdogo ni halali?,Hakikisha taasisi ina leseni ya BOT chini ya Sheria ya Microfinance ya 2018 kabla ya kukopa.,"Taasisi za fedha ndogo zilizo halali Tanzania zinapaswa kuwa na leseni kutoka Benki Kuu ya Tanzania (BOT) chini ya Sheria ya Microfinance ya 2018. Unaweza kuhakiki hali ya leseni kwa kuwasiliana na BOT au kutembelea tovuti yao. Epuka wakopeshaji wasiojulikana wanaotoa mikopo ya simu pasipo masharti wazi, kwani baadhi yao hutoza riba kubwa ya ziada na ada za siri. Daima soma mkataba kabla ya kusaini."
FAQ-124,PAIR-062,Micro,English,microfinance_loans,BOT,"mkopo mdogo, microfinance, riba, masharti, taasisi, leseni",How do I know if a microloan lender is legitimate?,Check that the institution is licensed by BOT under the 2018 Microfinance Act before borrowing.,"Legitimate microfinance institutions in Tanzania must be licensed by the Bank of Tanzania (BOT) under the Microfinance Act of 2018. You can verify a lender's licensing status by contacting BOT directly or checking their official website. Avoid unfamiliar lenders offering mobile loans with unclear terms, as some charge excessive hidden interest and fees. Always read the loan agreement carefully before signing."
FAQ-125,PAIR-063,Micro,Swahili,business_registration,BRELA,"mtaji, kuanzisha biashara, leseni, usajili, kiwango",Ninahitaji mtaji kiasi gani kuanzisha biashara ndogo?,"Biashara ndogo hazina kiwango cha chini cha mtaji kisheria, lakini panga kulingana na bidhaa unayotaka kuuza.","Tofauti na biashara za microfinance zinazohitaji TZS milioni 20 kama mtaji wa chini, biashara ndogo za kawaida kama duka au genge hazina kiwango cha chini cha mtaji kilichowekwa kisheria. Unaweza kuanza na kiasi kidogo kulingana na bidhaa unazotaka kuuza. Hata hivyo, panga gharama za awali ikiwemo ada ya leseni ya biashara kutoka halmashauri yako na usajili wa TIN kutoka TRA ili kufanya biashara kwa uhalali."
FAQ-126,PAIR-063,Micro,English,business_registration,BRELA,"mtaji, kuanzisha biashara, leseni, usajili, kiwango",How much capital do I need to start a micro business?,"There's no legal minimum capital for small businesses, but plan based on what you intend to sell.","Unlike microfinance businesses which require a minimum capital of TZS 20 million, ordinary small businesses such as a shop or kiosk have no legally fixed minimum capital requirement. You can start with whatever amount fits the goods you plan to sell. However, budget for initial costs including the business license fee from your local council and TIN registration from TRA so you can operate legally."
FAQ-127,PAIR-064,Micro,Swahili,micro_leasing,BOT,"micro-leasing, vifaa, mali, kukodisha, malipo, biashara",Micro-leasing ni nini na inawezaje kunisaidia kukuza biashara yangu?,Micro-leasing ni kukodisha vifaa vya biashara kwa malipo madogo ya kila mwezi badala ya kununua kwa pesa taslimu.,"Micro-leasing ni huduma inayowawezesha wajasiriamali wadogo kupata vifaa vya kuingiza kipato, kama mashine za kushona au friji za biashara, bila kulipa gharama yote mara moja. Badala yake, unalipa kidogo kidogo kila mwezi hadi deni litakapokamilika. Hii inakuwezesha kuanza kupata mapato kwa kifaa hicho mara moja huku ukilipa kwa awamu zinazoendana na mzunguko wa biashara yako."
FAQ-128,PAIR-064,Micro,English,micro_leasing,BOT,"micro-leasing, vifaa, mali, kukodisha, malipo, biashara",What is micro-leasing and how can it help grow my business?,Micro-leasing lets you lease income-generating equipment through small monthly payments instead of buying it outright.,"Micro-leasing is a service that helps small entrepreneurs access income-generating equipment, such as sewing machines or commercial fridges, without paying the full cost upfront. Instead, you make small monthly payments until the lease is paid off. This allows you to start earning income from the equipment right away while repaying it in installments that match your business's cash flow."
FAQ-129,PAIR-065,Micro,Swahili,mobile_payments,Vodacom,"lipa namba, malipo ya simu, biashara, M-Pesa, akaunti ya biashara","Je, nifungue akaunti ya biashara ya pesa za simu au nitumie akaunti yangu binafsi?",Fungua akaunti ya 'Lipa Namba' ya biashara ili kutenganisha mapato ya biashara na pesa zako binafsi.,"Kutumia akaunti ya biashara kama Lipa Namba kunakusaidia kutenganisha mapato ya biashara na matumizi yako binafsi, hivyo kufanya iwe rahisi kufuatilia faida halisi. Akaunti za biashara mara nyingi huja na ripoti za miamala zinazoweza kutumika kuomba mkopo baadaye. Tembelea wakala wa karibu ukiwa na kitambulisho cha taifa na leseni ya biashara (ikiwepo) ili kufungua akaunti hii."
FAQ-130,PAIR-065,Micro,English,mobile_payments,Vodacom,"lipa namba, malipo ya simu, biashara, M-Pesa, akaunti ya biashara",Should I open a mobile money business account or use my personal one?,Open a business 'Lipa Namba' account to separate your business income from your personal money.,"Using a business account such as Lipa Namba helps you separate business income from personal spending, making it easier to track real profit. Business accounts often come with transaction reports that can be useful when applying for a loan later. Visit your nearest agent with your national ID and business license (if available) to open this type of account."
FAQ-131,PAIR-066,Micro,Swahili,business_records,BOT,"kumbukumbu, mauzo, daftari, faida, kufuatilia, biashara ndogo",Ni kumbukumbu gani za msingi ninapaswa kutunza katika biashara yangu ndogo?,"Tunza kumbukumbu za mauzo ya kila siku, gharama, na hesabu ya bidhaa zilizopo.","Kwa biashara ndogo, kumbukumbu tatu za msingi zinazohitajika ni: mauzo ya kila siku (pesa ngapi zimeingia), gharama (pesa ngapi zimetoka kwa ununuzi au matumizi mengine), na hesabu ya bidhaa zilizopo (stock). Daftari rahisi au programu ya simu ya bure inaweza kutumika. Kumbukumbu hizi zinakusaidia kujua faida halisi na pia zinahitajika unapotaka kuomba mkopo kutoka benki au taasisi ya fedha."
FAQ-132,PAIR-066,Micro,English,business_records,BOT,"kumbukumbu, mauzo, daftari, faida, kufuatilia, biashara ndogo",What basic records should I keep for my micro business?,"Keep records of daily sales, expenses, and your current stock levels.","For a micro business, three essential records to maintain are: daily sales (how much money came in), expenses (how much went out on purchases or other costs), and stock levels (what inventory you currently have). A simple notebook or a free mobile app can work well for this. These records help you understand your real profit and are also required when applying for a loan from a bank or financial institution."
FAQ-133,PAIR-067,Micro,Swahili,savings,BOT,"SACCO, kujiunga, mwanachama, hisa, mkopo, akiba",Ninawezaje kujiunga na SACCO kama mjasiriamali mdogo?,"Tafuta SACCO iliyosajiliwa karibu nawe, nunua hisa, na changia akiba mara kwa mara kabla ya kuomba mkopo.","Kujiunga na SACCO huanza kwa kutafuta SACCO iliyosajiliwa na Tume ya Maendeleo ya Ushirika karibu na eneo lako. Utahitaji kununua hisa za uanachama na kufungua akaunti ya akiba ndani ya SACCO hiyo. Kwa kawaida, ni lazima uweke akiba kwa muda fulani (mara nyingi miezi mitatu hadi sita) kabla ya kustahili kuomba mkopo, ambao mara nyingi huwa na riba ndogo zaidi kuliko mikopo ya benki za kawaida."
FAQ-134,PAIR-067,Micro,English,savings,BOT,"SACCO, kujiunga, mwanachama, hisa, mkopo, akiba",How can I join a SACCO as a micro entrepreneur?,"Find a registered SACCO near you, buy membership shares, and save regularly before applying for a loan.","Joining a SACCO starts with finding one registered with the Cooperative Development Commission near your area. You will need to purchase membership shares and open a savings account within the SACCO. Typically, you must save consistently for a set period (often three to six months) before becoming eligible for a loan, which usually carries lower interest than loans from regular commercial banks."
FAQ-135,PAIR-068,Micro,Swahili,insurance,NHIF,"bima, mjasiriamali, afya, mchango, kujikinga, mtu binafsi","Je, mjasiriamali mdogo anawezaje kupata bima ya afya?",Jiunge na NHIF kama mwanachama binafsi kwa mchango wa kila mwezi unaolingana na kipato chako.,"Wajasiriamali wadogo wasio na mwajiri rasmi wanaweza kujiunga na NHIF kama wanachama binafsi (self-employed scheme). Mchango wa kila mwezi unategemea kifurushi unachochagua na hutoa kinga ya gharama za matibabu kwako na familia yako. Unaweza kujiandikisha katika ofisi za NHIF za karibu au kupitia mawakala walioidhinishwa, ukiwa na kitambulisho cha taifa na malipo ya mwanzo."
FAQ-136,PAIR-068,Micro,English,insurance,NHIF,"bima, mjasiriamali, afya, mchango, kujikinga, mtu binafsi",How can a micro entrepreneur get health insurance?,Join NHIF as an individual self-employed member with a monthly contribution based on your income.,"Micro entrepreneurs without a formal employer can join NHIF under the self-employed individual scheme. The monthly contribution depends on the package you choose and covers medical costs for you and your family. You can register at a nearby NHIF office or through an authorized agent, bringing your national ID and the initial payment."
